name,seq_type,molecular_weight,aromacity,instability,gravy,isoelectric
4RZ9A,predicted,20876.58120000002,0.0782122905027933,59.76927374301676,-0.6893854748603357,5.2300626754760735
7JV7B,predicted,36702.828100000006,0.12580645161290321,55.826451612903234,0.2687096774193551,4.605117988586425
5E57A,original,22880.42269999998,0.06635071090047392,55.95687203791468,-0.18578199052132693,5.785720634460449
1OJ7A,original,42343.77150000006,0.06666666666666667,32.477435897435896,-0.12897435897435897,5.874332618713378
1XZPB,predicted,14384.502299999991,0.10687022900763359,44.07862595419845,-0.035114503816793846,5.655673027038574
5E53D,original,33509.9418,0.09302325581395349,41.426910299003325,-0.6295681063122923,6.032742881774902
5NUPD,original,22588.362699999994,0.14572864321608042,41.82015075376886,-0.18743718592964814,5.289288902282714
2DT4A,original,16092.566400000002,0.1048951048951049,18.025174825174826,-0.05244755244755254,5.702963066101075
3FP9A,predicted,17648.611200000003,0.18,33.72599999999999,-0.47066666666666673,4.284659767150879
2VFXE,predicted,23914.742600000038,0.10194174757281552,27.65291262135922,-0.029126213592232948,6.258052635192871
1WURA,predicted,21161.023900000015,0.12972972972972974,37.210270270270264,-0.20594594594594673,4.702710533142089
5Z48A,predicted,23710.227000000006,0.10849056603773585,34.49009433962264,-0.21084905660377387,7.174240303039551
3QLIA,original,48394.69490000008,0.0659090909090909,42.85977272727272,-0.10113636363636375,6.210648918151855
5IGIA,original,33096.279000000046,0.07666666666666667,33.37433333333333,0.001000000000000029,5.222503089904785
4BK7A,predicted,18415.985300000008,0.11320754716981132,32.97987421383646,-0.20062893081760996,5.648795509338378
5N5FA,predicted,10934.202699999987,0.1208791208791209,69.87142857142858,0.2560439560439557,8.664760398864747
1XWIA,predicted,36264.02710000005,0.08695652173913043,50.57049689440991,-0.34347826086956545,4.55902156829834
1YJDC,original,13499.226999999988,0.13559322033898305,46.24076271186439,-0.24745762711864408,7.802818107604982
3ZUCA,predicted,17304.794400000006,0.13071895424836602,23.70980392156863,-0.7052287581699349,5.1362215042114245
6DS9A,predicted,10975.360499999988,0.010752688172043012,80.53655913978494,-0.9075268817204308,4.565444374084472
4B0NA,original,40887.494900000056,0.08443271767810026,31.253060686015832,-0.010817941952506595,7.1241651535034185
5W3XA,original,36928.41220000003,0.04477611940298507,36.506268656716415,-0.4059701492537314,6.648138618469238
3CM3A,original,18821.59039999999,0.1097560975609756,48.58414634146341,-0.1999999999999999,9.195012855529786
6W6BA,original,25434.379,0.047210300429184546,46.98969957081544,-0.11587982832618023,4.402202796936035
4J1OA,original,39381.606800000045,0.059620596205962065,48.78672086720866,-0.027642276422764196,5.6398717880249025
2J45A,predicted,33464.96230000003,0.09090909090909091,47.377474747474736,-0.217845117845118,4.725389289855956
4C2MI,original,13529.237999999985,0.07258064516129031,33.97991935483871,-0.33951612903225814,8.091378593444826
1HXRB,original,12982.68259999999,0.08695652173913043,31.653130434782604,-0.23739130434782613,5.6019601821899405
6M14A,original,24026.581100000007,0.10047846889952153,54.59909090909093,-0.30334928229665076,8.62130870819092
5WL1A,original,30936.670699999988,0.11785714285714285,32.43539285714285,-0.14642857142857144,5.4050699234008786
3SSOA,predicted,45108.44539999995,0.12468193384223918,45.88066157760811,0.08193384223918587,5.269338417053221
6K38A,original,34832.31990000002,0.0672782874617737,23.703363914373085,0.005198776758409849,5.286731147766112
6NEYA,predicted,15006.949999999993,0.112,69.56480000000002,-0.6448000000000005,4.945413017272949
5UBPB,predicted,54279.413700000005,0.17362637362637362,44.368351648351634,0.17054945054944998,5.012710380554199
6J38A,original,38533.781600000024,0.043478260869565216,37.28505434782608,0.16739130434782604,5.64669246673584
1WPWA,predicted,38281.763300000006,0.11607142857142858,43.61339285714286,-0.14910714285714294,6.240716743469237
4MAKA,original,8124.288899999998,0.0958904109589041,20.905479452054795,0.26027397260273993,4.726128196716308
6SIRA,original,20084.793499999992,0.0879120879120879,27.536813186813177,-0.12087912087912087,7.125586128234863
2Y8NB,predicted,9755.679399999994,0.13953488372093023,14.638372093023257,-0.9418604651162791,6.238727378845215
4W8BA,original,42642.54910000004,0.11398963730569948,26.416113989637317,-0.37797927461139913,5.034309196472168
5D8VA,original,8785.788999999995,0.07228915662650603,20.669879518072285,-0.35783132530120465,5.658799171447753
5T40A,original,34124.37440000001,0.10702341137123746,47.45856187290969,-0.4207357859531777,5.964024543762207
5X2EA,original,9036.036099999996,0.1,26.48999999999999,-0.3337499999999998,4.394813728332521
1BMTA,original,27176.854700000018,0.05691056910569106,34.656910569105705,-0.1991869918699185,5.575473213195799
3ETOA,predicted,26103.00460000003,0.08620689655172414,38.53706896551725,-0.7508620689655175,6.923409843444825
3U1JA,predicted,2280.5039,0.05,49.93,-0.575,4.0500284194946286
3H8GA,predicted,54403.38410000001,0.0925553319919517,37.107665995975836,0.20040241448692117,5.860009193420409
3GIAA,original,47096.5929,0.14318706697459585,26.22404157043879,1.0092378752886857,9.339873313903809
4GC1A,original,29835.26239999999,0.10545454545454547,28.802218181818173,-0.11818181818181826,9.128674888610842
1VSRA,original,15544.626799999989,0.09701492537313433,31.35895522388059,-0.2574626865671643,6.32876033782959
3WP0A,predicted,21528.22950000002,0.12154696132596685,54.364640883977906,-0.4867403314917129,4.413627433776856
5TKZA,predicted,10060.406599999995,0.11235955056179775,40.887640449438194,-0.8022471910112359,8.132960700988772
3STYA,original,28133.532600000028,0.08139534883720931,36.34806201550387,0.1577519379844959,7.858454322814941
1RZHM,original,33740.59830000001,0.18272425249169436,29.731926910299,0.45681063122923504,5.952486228942871
7D2EA,original,7174.099299999999,0.016129032258064516,45.09677419354838,-0.5096774193548386,6.273740196228027
2PPTA,predicted,16374.691699999992,0.09395973154362416,28.97919463087247,-0.2550335570469796,5.211078453063963
2GQWA,predicted,44629.9176,0.10972568578553617,20.227705735660855,-0.11820448877805464,5.328507804870605
2E8EA,predicted,15194.151699999995,0.09090909090909091,36.9280303030303,-0.5871212121212124,5.388700294494629
1DLJA,original,45466.63519999999,0.0845771144278607,35.5636815920398,-0.21616915422885566,7.640774726867675
4GLTA,original,23660.09770000001,0.07211538461538462,56.20192307692306,-0.2485576923076924,7.173558235168457
3BWZA,original,18304.39539999999,0.07017543859649122,32.1549707602339,-0.02631578947368421,4.557884788513184
3CUQA,predicted,25596.353600000035,0.1461187214611872,47.75123287671232,-0.042922374429223656,4.775066566467285
5COSA,original,6529.3532,0.07142857142857142,62.97321428571426,-0.55,6.594539451599122
4MI8A,predicted,15962.393000000002,0.1111111111111111,50.4562962962963,-0.05925925925925925,4.990202140808105
1FXKC,original,14365.356099999986,0.022556390977443608,44.47894736842104,4.1737707692675056e-17,4.4956460952758786
3GQ8A,original,63660.701400000245,0.0728476821192053,34.39403973509939,-0.18476821192053025,5.888371849060058
4D7PA,predicted,10652.158799999992,0.08333333333333333,14.97187499999999,-0.48124999999999996,9.204038429260255
2XSQA,predicted,20479.543100000017,0.12849162011173185,24.414525139664796,-0.17541899441340775,4.812637138366699
3CJIB,predicted,27002.42110000004,0.13445378151260504,48.019789915966385,-0.08697478991596638,7.984941291809083
2YEXA,original,31026.36760000003,0.09293680297397769,41.17364312267658,-0.3702602230483274,5.727744865417481
6JLEA,original,15973.421399999985,0.14583333333333334,19.18680555555556,-0.610416666666667,8.063786125183103
6HAZA,predicted,13556.715399999994,0.10619469026548672,76.70442477876105,-0.38672566371681416,5.060682487487792
1AGJA,predicted,27104.908000000018,0.1115702479338843,29.618181818181846,-0.37107438016528965,5.0946153640747065
1RJDA,original,37700.11590000006,0.08841463414634146,58.71951219512195,-0.21798780487804886,7.202659797668457
1E4CP,original,22725.868600000023,0.058252427184466014,44.60436893203884,-0.014563106796116578,6.104416847229003
3EFYA,original,20913.554100000005,0.09836065573770492,57.65355191256831,-0.3092896174863389,4.820878791809082
3BASA,predicted,9956.771099999987,0.075,61.97875,-1.6875000000000007,4.490132713317871
2NQLA,predicted,43227.0146,0.1134020618556701,39.78453608247422,-0.0324742268041237,8.743605232238771
2Y7PA,original,24402.09870000002,0.08837209302325581,44.31209302325581,-0.1190697674418604,8.648192024230958
3N9YA,predicted,55491.83680000005,0.14225053078556263,53.84904458598731,0.058811040339702324,6.930060005187988
1ZHXA,predicted,51327.213200000006,0.13532110091743121,53.991972477064216,-0.6213302752293579,6.0289915084838865
1T3QB,predicted,85863.03900000044,0.10432569974554708,40.93335877862605,0.31870229007633616,5.759972572326659
2HFGR,predicted,2918.3711000000003,0.037037037037037035,68.04444444444444,-0.5185185185185185,4.129773521423339
1UXYA,original,37589.271100000056,0.0823529411764706,29.050882352941183,-0.1923529411764708,5.7831628799438475
4HFKB,original,10731.95909999999,0.061224489795918366,33.957142857142856,-0.33265306122448957,5.018962669372558
5HT2B,original,28152.163500000028,0.09638554216867469,33.872289156626515,-0.16626506024096396,7.5178319931030275
2VLGC,original,11954.656799999988,0.10784313725490197,34.85205882352941,-0.05000000000000002,5.83505687713623
3K7DA,original,57025.28270000013,0.07444668008048289,33.51933601609657,-0.34808853118712263,5.280592536926269
6ZSIC,predicted,16274.926600000004,0.07692307692307693,65.17923076923077,-1.2284615384615376,4.280624198913575
4BI3A,predicted,18065.3846,0.09815950920245399,35.441104294478535,-0.3503067484662577,5.201756858825683
5UE1A,predicted,25804.93530000004,0.08154506437768241,35.28888412017168,0.06824034334763952,6.058036231994628
3GONA,original,36386.429100000045,0.0851063829787234,33.52644376899697,0.041945288753799354,4.922109031677246
4NOFA,predicted,12259.6057,0.06306306306306307,56.74054054054053,-0.5684684684684683,5.058977317810058
4XB6D,predicted,31109.272500000032,0.09025270758122743,33.57837545126354,-0.03898916967509026,8.461491584777832
3H04A,original,31049.883200000026,0.11764705882352941,45.28533088235293,-0.20661764705882363,5.243021965026855
1WDYA,predicted,32537.66970000003,0.10526315789473685,30.608070175438602,-0.9491228070175428,5.0153818130493155
5AEZA,original,49420.77180000005,0.13846153846153847,22.18263736263736,0.45560439560439625,5.413482093811035
7KZ4A,predicted,44309.00119999998,0.12962962962962962,28.679656084656088,-0.20370370370370464,5.194879341125487
6M6UB,original,15181.199899999989,0.05303030303030303,55.22727272727273,-0.21515151515151515,5.924350929260252
6SEIB,original,9497.716499999999,0.09523809523809523,46.0892857142857,-0.36071428571428554,5.1771455764770495
1OZ2A,original,37049.09150000004,0.12654320987654322,47.761111111111084,-0.578086419753086,5.592638587951659
3RFTA,original,29161.825800000006,0.09398496240601503,40.83007518796991,-0.16954887218045106,5.375911521911622
5IFSA,original,20718.461999999992,0.09392265193370165,52.76524861878454,-0.27182320441988994,5.438945960998535
3HTKC,predicted,30009.21630000003,0.1062992125984252,40.665354330708674,-0.716535433070866,6.319552421569825
1KMTA,predicted,15657.57549999999,0.13043478260869565,30.547826086956512,-0.19057971014492753,4.377079963684082
6JMKA,original,15838.05339999999,0.04225352112676056,51.521126760563384,-0.4669014084507043,10.221994209289551
4XXLA,original,10200.328199999996,0.06521739130434782,20.88804347826087,-0.8434782608695658,7.168158531188964
3C6FA,predicted,16347.32360000001,0.1021897810218978,53.608029197080285,-0.5781021897810219,4.810704612731934
2DSRG,predicted,9023.175300000003,0.08860759493670886,55.59240506329111,-0.8911392405063298,5.018507957458495
2PMUA,original,11320.793099999994,0.11224489795918366,42.870408163265296,-0.20816326530612245,6.324440574645997
6VLGA,predicted,53826.24500000003,0.12393162393162394,42.82435897435898,-0.08846153846153867,4.303132438659668
1Z7XW,predicted,51950.87549999996,0.0782608695652174,37.749782608695625,-0.2632608695652176,5.331008720397949
7EDRC,original,13543.754599999984,0.058333333333333334,57.523333333333326,-0.8341666666666673,5.043062400817871
4ZP0A,predicted,45846.8924,0.14285714285714285,40.33650510204082,-0.18290816326530646,4.737495994567872
2NS9A,original,16348.275499999989,0.09210526315789475,33.06644736842104,-0.21381578947368413,8.28156032562256
5EGNA,predicted,28887.39370000002,0.09615384615384616,38.526576923076924,-0.09192307692307684,7.911511802673339
4HUZA,original,36153.84570000006,0.1167192429022082,28.529053627760245,-0.5817034700315459,5.406775093078613
5HZPA,predicted,8659.728899999998,0.08450704225352113,61.8507042253521,-1.0647887323943663,5.345332145690917
7NESA,predicted,6728.232900000003,0.10344827586206898,24.312068965517252,-1.2965517241379316,4.709247016906737
6BWGA,original,20865.36869999998,0.024390243902439025,32.30292682926829,0.185365853658536,5.321402931213378
5INRA,predicted,53350.28060000003,0.11231101511879049,41.58876889848812,-0.30172786177105876,4.882605934143067
3BS7A,original,9073.281599999997,0.10666666666666667,26.101333333333333,-0.6373333333333333,9.300612068176267
3R62A,original,14332.228199999987,0.096,54.53679999999999,-0.7208000000000001,9.205392265319823
3IPCA,original,36426.650300000016,0.07758620689655174,15.834482758620679,-0.1666666666666665,5.059375190734862
1C96A,predicted,84343.00060000047,0.10624169986719788,40.90770252324046,-0.14953519256308137,7.719894599914551
3PRNA,predicted,32520.609100000016,0.16262975778546712,32.05605536332181,-0.7276816608996548,6.105496788024902
6YJOA,predicted,52822.131900000044,0.10105263157894737,35.802336842105234,-0.15242105263157896,5.499593162536621
3F6YA,predicted,27109.55130000002,0.1148936170212766,40.02170212765959,-0.42255319148936227,4.6005708694458
6XS4A,predicted,93170.56110000068,0.12469135802469136,40.03333333333348,0.1758024691358028,7.275300025939941
6IJEA,original,10801.064199999995,0.07,28.141999999999992,-0.16899999999999998,4.639107704162597
2C1VA,original,35937.97310000001,0.08059701492537313,42.28955223880596,-0.18238805970149286,4.516335487365722
4X9UB,original,15064.378699999985,0.04895104895104895,39.3916083916084,-0.6580419580419583,5.750821495056152
4PC0C,original,2257.6345,0.05,89.19,-0.555,11.000256538391113
6JM5A,original,13871.041099999982,0.06504065040650407,42.76260162601624,-0.19999999999999976,9.422844123840331
6FMXA,predicted,23783.674600000006,0.10945273631840796,49.71940298507464,-0.6706467661691543,4.743520927429199
1LFWA,original,51747.47110000008,0.10897435897435898,17.95108974358974,-0.3320512820512823,4.588577842712403
2WS92,predicted,22235.26290000001,0.10500000000000001,42.95450000000001,-0.1515000000000001,6.002447700500488
3HTKA,predicted,7520.3147999999965,0.06666666666666667,43.64666666666666,-1.3550000000000004,4.408341407775879
6LYNC,predicted,20354.089500000024,0.1092896174863388,20.365027322404373,-0.10928961748633866,5.488793754577636
5HLBA,predicted,82679.97000000032,0.10368349249658937,29.502728512960434,-0.11268758526603037,5.731780433654786
3H5LA,predicted,44625.074800000024,0.11838790931989925,48.00125944584383,-0.08337531486146091,4.493884086608887
6PNPA,original,20985.462299999996,0.09326424870466321,27.868963730569938,-0.11502590673575129,5.339136695861816
4R30A,predicted,20953.07430000003,0.0782122905027933,56.40391061452512,-0.29106145251396665,5.550464057922363
4WCIA,predicted,6923.7818000000025,0.15254237288135594,21.384745762711862,-0.8966101694915252,8.230759239196779
2YMYA,predicted,4875.2694999999985,0.0,136.91250000000002,-1.3300000000000003,4.30830478668213
2R6JA,original,35103.277200000055,0.1,40.8441935483871,-0.08580645161290319,5.659992790222168
6EVNA,predicted,11149.461099999991,0.08421052631578949,44.081052631578935,-0.7863157894736842,4.611029243469238
4JZUA,predicted,17943.29939999999,0.09554140127388534,33.8312101910828,-0.4414012738853503,5.955043983459473
3CK9B,predicted,57882.857,0.13592233009708737,43.00778640776699,-0.07067961165048554,7.0879018783569325
3DD7A,original,13326.88909999998,0.07317073170731708,55.1780487804878,0.009756097560975618,5.304237556457519
6R0RA,original,17266.419799999996,0.05555555555555555,20.69012345679011,-0.1975308641975308,9.356441688537597
6LAEA,predicted,14133.835799999983,0.1206896551724138,70.23879310344826,-1.2931034482758623,5.812434959411622
1L5JA,predicted,97034.71390000044,0.09628770301624129,45.65742459396768,-0.1125290023201863,7.769344520568848
2C0CA,predicted,39943.555000000015,0.1331444759206799,44.26912181303115,-0.1439093484419263,5.291335105895995
1B33N,predicted,7769.905899999998,0.1343283582089552,55.1165671641791,0.1432835820895522,4.71595401763916
3BMAA,original,45310.53350000005,0.14285714285714285,41.97961734693875,-0.5992346938775509,7.06903133392334
3DLSA,original,32470.046500000037,0.11228070175438597,32.863543859649106,0.010175438596491192,4.740394783020019
6BBKA,original,13018.409899999982,0.04838709677419355,23.883064516129025,-0.3637096774193547,7.936654472351074
4CYJE,predicted,5769.717700000002,0.057692307692307696,14.011538461538464,-0.898076923076923,9.302352714538571
3QAVA,original,25373.040300000008,0.1187214611872146,39.14657534246575,-0.4009132420091326,6.434196662902831
3DKRA,original,26343.5854,0.1078838174273859,30.644813278008293,-0.024481327800829775,5.414448356628417
4QO5A,original,58201.34940000009,0.08445297504798464,46.704625719769716,-0.24644913627639195,8.228309440612794
5D6OA,original,38835.93250000002,0.10601719197707737,38.658481375358164,-0.2656160458452726,4.622624397277832
5C1EA,predicted,31642.62820000003,0.06688963210702341,33.41505016722409,0.08060200668896308,4.349683570861817
6A29A,predicted,31133.91610000002,0.13454545454545452,45.018581818181836,-0.3632727272727275,4.797006416320801
1T0FA,original,30251.149600000033,0.08333333333333334,45.574621212121215,-0.29583333333333384,5.468786430358887
6RO0D,predicted,12380.298699999992,0.09999999999999999,16.017272727272726,0.009090909090909115,6.173703575134277
7NBIA,original,15101.221599999984,0.08396946564885496,61.48931297709923,-0.24351145038167932,6.900276374816895
3GWIA,original,18698.97189999999,0.05487804878048781,47.86585365853657,-0.36219512195121956,5.521703529357908
3BF7A,original,28551.074799999995,0.07450980392156863,38.08039215686274,-0.19019607843137265,5.918269157409667
3BN3B,original,22083.050199999998,0.07142857142857142,53.655612244897966,-0.44642857142857184,11.191921043395993
1V76A,original,10751.508399999992,0.08695652173913043,34.954347826086945,-0.342391304347826,10.259450340270995
1ALYA,original,15796.679199999988,0.08904109589041095,40.28082191780821,-0.1589041095890411,9.101727104187013
5NXKA,original,32647.982900000025,0.05228758169934641,28.327124183006532,-0.20000000000000004,5.192605781555174
4XDXA,original,8227.526999999998,0.07142857142857142,26.02571428571428,-0.6028571428571428,9.027395057678223
5AZPA,original,48583.578300000176,0.05829596412556054,41.25852017937217,-0.3784753363228698,5.186353492736815
1VB3A,original,47113.25360000006,0.08411214953271028,35.91357476635513,-0.09672897196261689,5.2375085830688475
6J4KA,original,6896.9604,0.08333333333333333,16.823333333333338,-0.5849999999999999,10.277437019348142
1P71A,predicted,10657.114799999987,0.07446808510638298,37.99255319148936,-0.5829787234042554,5.8581335067749025
4Z9DA,original,19634.57159999999,0.1206896551724138,45.95293103448275,-0.44712643678160907,6.473245048522949
6D3VA,predicted,28196.95980000003,0.08764940239043825,30.76852589641433,-0.4306772908366541,5.215739250183105
5Y9ZA,predicted,24016.918100000017,0.1616161616161616,47.75303030303031,-0.23787878787878788,5.603267478942871
5JUHA,predicted,14619.841199999992,0.051094890510948905,32.374452554744515,-0.35109489051094867,4.0500284194946286
3A6RA,original,13135.950499999983,0.07377049180327869,17.706557377049172,0.021311475409836106,9.685552787780761
5LPIA,predicted,14831.163299999993,0.13178294573643412,54.18992248062015,-0.297674418604651,7.013215446472167
5HOKA,original,9307.358499999997,0.04819277108433735,34.24939759036144,-0.10843373493975896,5.6944372177124025
3ISQA,original,43164.83229999999,0.10638297872340426,32.37821808510637,-0.44494680851063795,6.7311803817749025
2WDQC,original,13242.65109999999,0.10743801652892562,38.55206611570247,0.9429752066115699,8.400117683410649
6Z4AA,predicted,17989.288700000012,0.11258278145695365,38.28278145695365,-0.5019867549668878,5.178282356262206
5E1YA,predicted,10579.887999999995,0.0736842105263158,41.24315789473683,-0.588421052631579,8.11220188140869
2VZBA,predicted,20442.901300000016,0.11904761904761904,45.744107142857146,-0.47976190476190483,5.313161277770996
3DZMA,original,22077.335999999992,0.125,31.535624999999996,-0.06490384615384603,4.401236534118653
3LP5A,predicted,29056.386400000054,0.112,46.38039999999998,-0.023999999999999962,4.789958381652832
1VP2A,original,21462.638200000005,0.10052910052910052,43.82116402116401,-0.26137566137566143,6.6034631729125985
5W15A,predicted,31130.05380000001,0.14444444444444443,46.964814814814794,0.01814814814814814,6.1718847274780275
6JX5A,original,43478.232700000066,0.1164021164021164,37.79873015873015,-0.24973544973545042,6.50126667022705
5TWBA,predicted,38095.21750000003,0.07267441860465117,38.95872093023255,-0.374418604651163,6.636827659606935
2H6FB,predicted,46737.18339999997,0.14146341463414636,55.474390243902505,-0.00048780487804888273,5.516076469421385
4NHBB,original,34627.2296,0.08360128617363344,44.950225080385835,-0.3707395498392286,5.762757682800292
3A2BA,predicted,45255.61160000006,0.11734693877551022,35.82959183673469,-0.4344387755102043,6.100608634948729
6LGIA,original,65656.46800000012,0.13859649122807016,36.519684210526336,-0.4543859649122802,4.78273983001709
5AMTA,original,12272.600599999989,0.1142857142857143,45.45438095238094,-0.8342857142857145,5.394156837463378
3IFEA,original,46620.84849999999,0.09375,41.22550480769232,-0.4343750000000005,4.757844352722167
3GK7A,original,48766.39280000012,0.08277404921700224,23.684116331096195,-0.04451901565995526,5.775603294372559
4LUQC,original,13633.863799999992,0.08130081300813008,60.402439024390226,-0.8032520325203257,5.0871694564819325
3D03A,predicted,31441.849900000052,0.11678832116788321,38.85186131386862,0.24744525547445245,5.2005632400512685
4G3OA,original,6156.912999999998,0.07547169811320754,67.79622641509434,-0.30943396226415093,4.9692285537719725
6XRUB,original,42334.082599999965,0.058524173027989825,30.75979643765904,-0.05954198473282454,4.972468376159667
3GX8A,original,12087.660499999994,0.08108108108108109,49.322522522522505,-0.04324324324324323,4.453187370300292
5IP4D,predicted,9381.571499999993,0.125,22.15500000000001,-0.47250000000000003,5.387677192687988
7JXUA,original,32156.75850000004,0.07829181494661921,44.43491103202846,-0.38540925266903925,8.6679838180542
