name,seq_type,num_of_seqs,batch_number
7K44A,predicted,148,18
6Z30A,original,3892,18
7C1UA,original,7733,18
6VYDA,original,755,18
7JV7B,predicted,2,18
6XRUB,predicted,4006,18
7RK0A,predicted,5401,18
7JQHA,original,11413,18
7C1UA,predicted,95,18
6UXUA,predicted,60,18
6VYDA,predicted,11,18
7BR0A,predicted,780,18
7AACA,original,6714,18
6UXUA,original,1169,18
6U1RA,original,4089,18
6VBCA,original,11615,18
7C1EA,original,6680,18
6TJ0A,original,1189,18
6ZXQA,predicted,410,18
7JXUA,original,8747,18
6U1RA,predicted,70,18
7D9EA,original,17092,18
7DRGB,original,577,18
6Z30A,predicted,97,18
7KZ4A,original,10252,18
7KZ4A,predicted,880,18
6XRUB,original,19677,18
7EARA,predicted,6,18
6ZXQA,original,18134,18
6Y48A,original,13694,18
7K4OA,predicted,42,18
6VY4B,original,32,18
7DRQA,original,532,18
7C5YA,original,4831,18
6U45A,predicted,252,18
6WM6A,original,2288,18
6VLGA,predicted,1815,18
7ASGA,original,18301,18
7KWDA,predicted,93,18
7ASGA,predicted,590,18
7BRAA,original,8689,18
6W4QA,original,1060,18
6YJOA,original,7616,18
6YJOA,predicted,95,18
7C5YA,predicted,2000,18
6TVEP,original,12587,18
7A8RA,predicted,98,18
6XN8A,original,13682,18
6VLGA,original,4486,18
6WM6A,predicted,16,18
6TVEP,predicted,415,18
7BRAA,predicted,143,18
7A8RA,original,15625,18
7EARA,original,848,18
7KWDA,original,8908,18
7E76A,original,10844,18
6USTA,original,15208,18
6U45A,original,17929,18
7DRQA,predicted,32,18
6XS4A,original,8856,18
6XN8A,predicted,1045,18
6XS4A,predicted,131,18
6USTA,predicted,635,18
7K4OA,original,6013,18
6W4QA,predicted,25,18
6Y48A,predicted,2806,18
7E76A,predicted,966,18
